ID,affairs,d_affairs,yearsmarried,rating,religiousness,age,,,,,,,,,,,,,,,,,,,,,,,,
1163,2,1,7,3,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1166,0,0,15,5,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1169,1,1,7,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1177,0,0,4,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1178,0,0,15,5,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1180,0,0,1.5,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1187,0,0,0.125,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1191,0,0,10,3,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1195,0,0,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1198,7,1,4,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1204,1,1,1.5,3,5,22,,,,,,,,,,,,,,,,,,,,,,,,
1207,0,0,7,1,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1208,0,0,4,3,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1209,0,0,15,5,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1211,0,0,15,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,
1215,0,0,1.5,5,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1218,12,1,15,1,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1221,0,0,15,4,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1226,0,0,15,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1229,0,0,7,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1230,12,1,15,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1231,0,0,15,3,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1234,0,0,7,4,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1235,0,0,1.5,2,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1236,7,1,15,4,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1242,0,0,1.5,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1245,0,0,4,2,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1247,12,1,10,2,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1259,12,1,15,1,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1260,0,0,7,2,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1266,0,0,15,4,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1271,0,0,7,4,3,37,,,,,,,,,,,,,,,,,,,,,,,,
1273,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1276,0,0,15,4,5,37,,,,,,,,,,,,,,,,,,,,,,,,
1280,0,0,1.5,3,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1282,0,0,10,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1285,0,0,4,3,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1294,7,1,15,5,5,57,,,,,,,,,,,,,,,,,,,,,,,,
1295,0,0,0.417,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1298,0,0,4,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1299,0,0,15,3,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1304,0,0,10,4,5,37,,,,,,,,,,,,,,,,,,,,,,,,
1305,0,0,7,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1311,0,0,4,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1314,0,0,4,4,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1319,0,0,1.5,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1322,0,0,4,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1324,0,0,0.75,4,2,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1327,0,0,10,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1328,0,0,0.75,3,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1330,0,0,15,3,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1332,0,0,4,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1333,0,0,1.5,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1336,0,0,7,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1341,0,0,15,5,5,47,,,,,,,,,,,,,,,,,,,,,,,,
1344,0,0,4,4,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1352,0,0,15,3,5,37,,,,,,,,,,,,,,,,,,,,,,,,
1353,12,1,15,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,
1358,0,0,4,5,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1359,0,0,4,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1361,0,0,15,4,2,52,,,,,,,,,,,,,,,,,,,,,,,,
1364,0,0,1.5,4,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1368,0,0,15,4,4,52,,,,,,,,,,,,,,,,,,,,,,,,
1370,2,1,15,3,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1384,0,0,0.417,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1390,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1393,0,0,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1394,0,0,15,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1402,0,0,1.5,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1407,0,0,4,5,1,32,,,,,,,,,,,,,,,,,,,,,,,,
1408,0,0,15,4,3,37,,,,,,,,,,,,,,,,,,,,,,,,
1412,0,0,10,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1413,0,0,10,5,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1416,0,0,1.5,3,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1417,0,0,1.5,4,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1418,0,0,10,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1419,0,0,15,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,
1420,0,0,10,5,5,27,,,,,,,,,,,,,,,,,,,,,,,,
1423,0,0,4,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1424,0,0,15,2,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1427,12,1,15,3,3,37,,,,,,,,,,,,,,,,,,,,,,,,
1432,0,0,0.75,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1433,0,0,15,5,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1437,0,0,15,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1438,0,0,10,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1439,0,0,7,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1445,12,1,15,2,5,37,,,,,,,,,,,,,,,,,,,,,,,,
1446,0,0,15,3,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1450,0,0,1.5,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1451,0,0,0.75,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1452,0,0,4,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1453,0,0,0.125,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1456,0,0,1.5,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1460,7,1,10,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1464,0,0,7,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1469,0,0,15,3,4,52,,,,,,,,,,,,,,,,,,,,,,,,
1473,0,0,1.5,2,5,27,,,,,,,,,,,,,,,,,,,,,,,,
1480,2,1,15,4,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1481,0,0,1.5,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1482,0,0,1.5,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1496,0,0,0.125,4,5,22,,,,,,,,,,,,,,,,,,,,,,,,
1497,0,0,4,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1504,0,0,4,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1505,12,1,15,2,1,32,,,,,,,,,,,,,,,,,,,,,,,,
1513,0,0,15,5,2,47,,,,,,,,,,,,,,,,,,,,,,,,
1515,0,0,15,3,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1534,0,0,7,5,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1535,0,0,0.75,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1536,0,0,0.125,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,0,10,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1543,7,1,10,3,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1548,2,1,15,1,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1550,7,1,1.5,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1551,0,0,0.417,5,5,22,,,,,,,,,,,,,,,,,,,,,,,,
1555,0,0,15,4,5,47,,,,,,,,,,,,,,,,,,,,,,,,
1557,0,0,10,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1561,3,1,15,2,2,47,,,,,,,,,,,,,,,,,,,,,,,,
1564,12,1,15,4,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,0,15,5,4,57,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,0,4,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1573,12,1,4,5,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1575,2,1,10,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1576,0,0,7,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1584,0,0,10,5,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1585,0,0,10,4,1,32,,,,,,,,,,,,,,,,,,,,,,,,
1590,0,0,4,4,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1594,0,0,7,2,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1595,0,0,15,2,5,57,,,,,,,,,,,,,,,,,,,,,,,,
1599,1,1,4,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1603,0,0,7,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1608,0,0,1.5,3,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1609,0,0,1.5,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1615,0,0,1.5,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1616,0,0,7,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1617,0,0,15,4,3,47,,,,,,,,,,,,,,,,,,,,,,,,
1620,0,0,0.75,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1621,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1622,12,1,7,5,4,52,,,,,,,,,,,,,,,,,,,,,,,,
1629,2,1,4,5,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1637,0,0,4,5,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1638,0,0,15,5,4,52,,,,,,,,,,,,,,,,,,,,,,,,
1650,0,0,10,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1654,0,0,15,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,
1664,7,1,15,4,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1665,0,0,7,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1669,2,1,4,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1670,0,0,1.5,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,10,4,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1674,12,1,0.75,5,2,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1675,0,0,0.75,4,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1682,7,1,15,4,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1685,7,1,4,5,1,22,,,,,,,,,,,,,,,,,,,,,,,,
1688,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1691,0,0,15,4,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1695,0,0,7,5,5,27,,,,,,,,,,,,,,,,,,,,,,,,
1697,2,1,4,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1698,0,0,15,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1704,0,0,15,2,3,57,,,,,,,,,,,,,,,,,,,,,,,,
1705,0,0,15,2,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1711,0,0,7,2,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1716,1,1,1.5,2,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1719,0,0,4,5,5,22,,,,,,,,,,,,,,,,,,,,,,,,
1723,0,0,1.5,5,1,22,,,,,,,,,,,,,,,,,,,,,,,,
1726,0,0,0.75,5,1,22,,,,,,,,,,,,,,,,,,,,,,,,
1730,3,1,15,4,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1731,1,1,7,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1732,12,1,15,2,3,37,,,,,,,,,,,,,,,,,,,,,,,,
1743,1,1,15,3,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1749,0,0,15,5,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1751,1,1,4,4,1,27,,,,,,,,,,,,,,,,,,,,,,,,
1752,0,0,1.5,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1754,0,0,4,5,5,27,,,,,,,,,,,,,,,,,,,,,,,,
1757,2,1,15,3,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1758,0,0,4,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1761,0,0,15,4,5,42,,,,,,,,,,,,,,,,,,,,,,,,
1763,7,1,15,4,3,37,,,,,,,,,,,,,,,,,,,,,,,,
1766,3,1,1.5,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1772,3,1,4,2,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1773,0,0,1.5,3,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1775,0,0,15,1,4,57,,,,,,,,,,,,,,,,,,,,,,,,
1776,2,1,15,5,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1782,12,1,15,5,1,52,,,,,,,,,,,,,,,,,,,,,,,,
1784,12,1,15,5,1,47,,,,,,,,,,,,,,,,,,,,,,,,
1786,0,0,7,5,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1791,3,1,15,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1793,0,0,15,4,2,52,,,,,,,,,,,,,,,,,,,,,,,,
1799,0,0,15,5,4,47,,,,,,,,,,,,,,,,,,,,,,,,
1803,0,0,7,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1806,0,0,7,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1807,0,0,4,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1808,0,0,7,5,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1814,0,0,7,3,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1815,0,0,10,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1818,0,0,1.5,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1827,0,0,4,3,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1831,7,1,15,2,3,32,,,,,,,,,,,,,,,,,,,,,,,,
1834,0,0,15,5,4,57,,,,,,,,,,,,,,,,,,,,,,,,
1835,0,0,15,3,4,37,,,,,,,,,,,,,,,,,,,,,,,,
1840,7,1,7,2,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1843,0,0,7,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1844,12,1,15,2,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1846,0,0,10,5,4,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1850,0,0,4,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1851,0,0,4,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1854,0,0,15,1,2,37,,,,,,,,,,,,,,,,,,,,,,,,
1856,7,1,15,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1859,0,0,1.5,4,5,22,,,,,,,,,,,,,,,,,,,,,,,,
1861,0,0,7,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1866,0,0,4,5,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1873,0,0,0.125,5,1,22,,,,,,,,,,,,,,,,,,,,,,,,
1875,0,0,7,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1876,12,1,7,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1885,0,0,15,3,5,32,,,,,,,,,,,,,,,,,,,,,,,,
1892,0,0,10,4,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1895,0,0,15,4,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1896,0,0,1.5,5,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1897,0,0,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1899,0,0,15,5,5,52,,,,,,,,,,,,,,,,,,,,,,,,
1904,0,0,7,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1905,0,0,7,4,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1908,0,0,15,4,2,42,,,,,,,,,,,,,,,,,,,,,,,,
1916,0,0,15,4,4,42,,,,,,,,,,,,,,,,,,,,,,,,
1918,0,0,7,3,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1920,0,0,7,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,
1929,3,1,10,3,4,32,,,,,,,,,,,,,,,,,,,,,,,,
1930,0,0,15,3,3,42,,,,,,,,,,,,,,,,,,,,,,,,
1935,7,1,15,2,3,47,,,,,,,,,,,,,,,,,,,,,,,,
1938,1,1,1.5,5,1,22,,,,,,,,,,,,,,,,,,,,,,,,
1940,0,0,4,5,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1941,7,1,10,4,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1947,0,0,7,4,3,27,,,,,,,,,,,,,,,,,,,,,,,,
1949,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
1951,0,0,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,
1952,0,0,4,5,4,22,,,,,,,,,,,,,,,,,,,,,,,,
1954,2,1,10,5,2,32,,,,,,,,,,,,,,,,,,,,,,,,
1959,2,1,7,2,3,22,,,,,,,,,,,,,,,,,,,,,,,,
1960,0,0,1.5,5,2,22,,,,,,,,,,,,,,,,,,,,,,,,
9001,0,0,15,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,
9010,1,1,15,5,3,32,,,,,,,,,,,,,,,,,,,,,,,,
9012,0,0,10,2,2,37,,,,,,,,,,,,,,,,,,,,,,,,
9023,0,0,15,4,3,37,,,,,,,,,,,,,,,,,,,,,,,,
9029,0,0,4,4,2,27,,,,,,,,,,,,,,,,,,,,,,,,
